,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
59,Blaze Pizza,691 Broad St,"Newark, NJ 07102-4405","$, Pizza, Fast Food, Vegetarian Friendly",4.5 of 5 bubbles,32 reviews,"First time visited and it was a Stellar Experience. They have different types of crust available, such as vegan dough, clauiflower etc. Then you have different cheeses to choose from such as vegan cheeses, mozzarella etc. Assorted sauces and toppings such as mushrooms,  tomatoes,  avocado...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g46671-d9564253-Reviews-Blaze_Pizza-Newark_New_Jersey.html,http://www.blazepizza.com/menu/
60,Vonda's Kitchen,183 W Kinney St,"Newark, NJ 07103-4116","$$ - $$$, American",4 of 5 bubbles,39 reviews,"Unfortunately we had read they were vegan-friendly and we found out this was completely untrue. Of course, comfort food and vegan doesn't make any sense so we were foolish to believe the on-line (not TripAdvisor) reviews. Aside from that, we found the service attentive, but...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g46671-d3943968-Reviews-Vonda_s_Kitchen-Newark_New_Jersey.html,https://www.vondaskitchennj.com/menu
61,Brasilia Grill,99 Monroe Street,"Newark, NJ 07105","$$ - $$$, Latin, Barbecue, Brazilian",4 of 5 bubbles,166 reviews,"Food and drinks are always on point. I visit 3 to 4 times a month. Today they had a guest singer. JUST AWEFUL!! He cannot sings,sounds terrible and just loud. How do you chase customers away? Have the band that played at Brasilia on Feb...More",+1 973-589-8682,https://www.tripadvisor.com//Restaurant_Review-g46671-d598581-Reviews-Brasilia_Grill-Newark_New_Jersey.html,Check The Website for a Menu
62,Capriccio,1133 Boardwalk,"Atlantic City, NJ 08401-7329","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"1,026 reviews",We had dinner at Capriccio's and the meal was delicious and not too expensive for a nice restaurant.  The Staff was very professional and wanted to make our experience enjoyable.  I'm looking forward to going back there soon.,+1 609-340-6789,https://www.tripadvisor.com//Restaurant_Review-g29750-d523117-Reviews-Capriccio-Atlantic_City_New_Jersey.html,https://resortsac.com/wp-content/uploads/2019/10/2019-10-capriccio-menu.pdf
63,Dock's Oyster House,2405 Atlantic Ave,"Atlantic City, NJ 08401-6630","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,"1,599 reviews","Dock’s Oyster House is  a MUST restaurant for dining in AC ! With Valentine’s Day on a Friday night the 123 year old family owned establishment was HOPPING.  
The valet service took care of our parking. 
Chris and Demetrius took care of us so fine...More",+1 609-345-0092,https://www.tripadvisor.com//Restaurant_Review-g29750-d491036-Reviews-Dock_s_Oyster_House-Atlantic_City_New_Jersey.html,Check The Website for a Menu
64,White House Sub Shop,2301 Arctic Ave,"Atlantic City, NJ 08401-4001","$, American, Fast Food",4.5 of 5 bubbles,"1,669 reviews",Had a breakfast sub from here that was fantastic! Quite big!  Two people could definitely share one. It was made fresh with real ingredients. Loved all the choices.,+1 609-345-1564,https://www.tripadvisor.com//Restaurant_Review-g29750-d459195-Reviews-White_House_Sub_Shop-Atlantic_City_New_Jersey.html,Check The Website for a Menu
65,Vic & Anthony's Steakhouse,Huron And Brigantine Blvd,"Atlantic City, NJ 08401","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,406 reviews,"Vic and Anthony's is still churning out the best product money can buy from my family and my standpoint. We love it there. We are never ever dissatisfied and we love Dave. If you have never been there, you are missing out big time!!",+1 609-441-8355,https://www.tripadvisor.com//Restaurant_Review-g29750-d2335207-Reviews-Vic_Anthony_s_Steakhouse-Atlantic_City_New_Jersey.html,http://www.vicandanthonys.com/pdf/menus/atlantic-city/dinner-menu.pdf
66,Buddakan,1 Atlantic Ocean,"Atlantic City, NJ 08401-6689","$$$$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,742 reviews,I can't tell you enough of how amazing the food here is. The edamam ravioli are to die for. There is not one dish I didn't like. This is my favorite part of visiting Atlantic City,+1 609-674-0100,https://www.tripadvisor.com//Restaurant_Review-g29750-d637123-Reviews-Buddakan-Atlantic_City_New_Jersey.html,Check The Website for a Menu
67,EastWind,1133 Boardwalk,"Atlantic City, NJ 08401-7329","$$ - $$$, Singaporean, Chinese, Asian",4.5 of 5 bubbles,359 reviews,Food was awesome and staff was even better!!! Second time we’ve been here and it was wonderful!  I don’t know if the food of staff was better! Will continue to dine here !,+1 609-340-6110,https://www.tripadvisor.com//Restaurant_Review-g29750-d5241345-Reviews-EastWind-Atlantic_City_New_Jersey.html,https://resortsac.com/wp-content/uploads/2019/02/eastwind-menu-02-19.pdf
68,Kelsey & Kim's Southern Cafe,201 Melrose Ave,"Atlantic City, NJ 08401-5503","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,663 reviews,Was tired of Casino food...  originally wanted to go to Kelsey but its not open on Mondays & Tuesdays.  Found out that Kelsey& Kim’s are open everyday and run owned  by the same owner so I  have it a try and my only disappointment was...More,+1 609-350-6800,https://www.tripadvisor.com//Restaurant_Review-g29750-d1911953-Reviews-Kelsey_Kim_s_Southern_Cafe-Atlantic_City_New_Jersey.html,Check The Website for a Menu
69,Knife & Fork Inn,3600 Atlantic Ave,"Atlantic City, NJ 08401-6198","$$$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,748 reviews,"As long as I’ve been in the area, I’ve never been to one of Atlantic City’s most historic restaurant. Took my wife there for Valentines Day.

For appetizers we had the jumbo lump crab cocktail and lobster spring roll.  The lumps in the crabmeat were...More",+1 609-344-1133,https://www.tripadvisor.com//Restaurant_Review-g29750-d438615-Reviews-Knife_Fork_Inn-Atlantic_City_New_Jersey.html,Check The Website for a Menu
70,Chef Vola's,111 S Albion Pl,"Atlantic City, NJ 08401-6407","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,715 reviews,"BEST food, service, different dishes, GREAT desert! Like going to MOM'S for dinner, great italian as well as steaks",+1 609-345-2022,https://www.tripadvisor.com//Restaurant_Review-g29750-d491033-Reviews-Chef_Vola_s-Atlantic_City_New_Jersey.html,Check The Website for a Menu
71,Cafe 2825,2825 Atlantic Ave,"Atlantic City, NJ 08401-6325","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,495 reviews,"Unbelievable food! The staff is terrific, very attentive to their customers. The table side mozzarella is delicious and a great experience to have made right in front of you. We’ve eaten there several times and each time is amazing. The owners are terrific and very...More",+1 609-344-6913,https://www.tripadvisor.com//Restaurant_Review-g29750-d1796985-Reviews-Cafe_2825-Atlantic_City_New_Jersey.html,Check The Website for a Menu
72,The Continental,1 Atlantic Ocean,"Atlantic City, NJ 08401-6689","$$ - $$$, Bar, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,532 reviews,"My spouse and I visited The Continental for brunch on a Sunday in August 2019. The Continental is open daily for weekday lunch/weekend brunch, dinner, happy hour, and late night. Diners can book a spot using the online Open Table reservation system.

The Continental is...More",+1 609-674-8300,https://www.tripadvisor.com//Restaurant_Review-g29750-d823007-Reviews-The_Continental-Atlantic_City_New_Jersey.html,Check The Website for a Menu
73,Morton's The Steakhouse,2100 Pacific Ave,"Atlantic City, NJ 08401-6612","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,557 reviews,I was so excited to have dinner at this location. The Service was terrible. The food was ok?  But I do not think i would visit this place again,+1 609-449-1044,https://www.tripadvisor.com//Restaurant_Review-g29750-d662433-Reviews-Morton_s_The_Steakhouse-Atlantic_City_New_Jersey.html,http://www.mortons.com/menu/dinner/
74,Gilchrist Restaurant,804 N Rhode Island Ave,"Atlantic City, NJ 08401-2905","$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,545 reviews,"Directly adjacent to Atlantic City Aquarium and northern bay of Atlantic City. Outdoor (heated in winter) and indoor seating, with staff that is very attentive to keep things moving. Slightly elevated prices as others have mentioned, but what they offer by way of specials is...More",+1 609-345-8278,https://www.tripadvisor.com//Restaurant_Review-g29750-d2183718-Reviews-Gilchrist_Restaurant-Atlantic_City_New_Jersey.html,http://Gilchristonthedock.com#restaurant-menu
75,Carmine's Italian Restaurant - Atlantic City,2801 Pacific Ave,"Atlantic City, NJ 08401-6347","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"1,762 reviews","Great dinner experience but pompous manager experience afterwards. Went for dinner on a Tuesday, when departing from our hotel on Thursday we realized we may have left our credit card behind. Before heading home, we decided to stop by to retrieve it. Upon arrival we...More",+1 609-572-9300,https://www.tripadvisor.com//Restaurant_Review-g29750-d617002-Reviews-Carmine_s_Italian_Restaurant_Atlantic_City-Atlantic_City_New_Jersey.html,Check The Website for a Menu
76,Kelsey's,1545 Pacific Ave,"Atlantic City, NJ 08401-7009","$$ - $$$, Bar, American, Vegetarian Friendly",4.5 of 5 bubbles,439 reviews,Just arrived for a 4th time. Customer service always sucks. What restaurant do you go to that you can’t get a drink while waiting. It’s a whole lot of empty tables but still a long wait. You have to stand in the unheated vestibule to...More,+1 609-344-2200,https://www.tripadvisor.com//Restaurant_Review-g29750-d3958360-Reviews-Kelsey_s-Atlantic_City_New_Jersey.html,https://www.kelseysac.com/menu
77,Broadway Burger Bar,2801 Pacific Ave,"Atlantic City, NJ 08401-6347","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,356 reviews,"Hubby and I had lunch and we were absolutely stuffed! If I wasn't in a casino, I'd probably unbutton my jeans. Everything was delicious and our waitress was phenomenal! I wish I remembered her name. She went above and beyond to check on jitney schedules/stops...More",+1 609-317-4660,https://www.tripadvisor.com//Restaurant_Review-g29750-d4480344-Reviews-Broadway_Burger_Bar-Atlantic_City_New_Jersey.html,Check The Website for a Menu
78,Wingcraft Kitchen and Beer Bar,2010 Baltic Ave,"Atlantic City, NJ 08401-4110","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,280 reviews,Stayed at the Sheridan and stop the cross the street to get a quick bite. Wife had brisket and grilled cheese sandwich and I had some double burger that was like a Big Mac but much better. Good selection of craft beers and food was...More,+1 609-541-2799,https://www.tripadvisor.com//Restaurant_Review-g29750-d6754199-Reviews-Wingcraft_Kitchen_and_Beer_Bar-Atlantic_City_New_Jersey.html,http://www.wingcraftac.com/#menu-section
79,Breadsticks Cafe & Grill,1133 Boardwalk,"Atlantic City, NJ 08401-7329","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,928 reviews,"We dined for lunch (group of four) and all ordered the 3-course offering for $18.99
Excellent value and the quality was exceptional. Food was fresh,
 hot and adequately portioned.No disappointment.

Better than the food(which is hard to do)was our attentive pleasant server Eden. She truly...More",+1 609-340-7800,https://www.tripadvisor.com//Restaurant_Review-g29750-d541345-Reviews-Breadsticks_Cafe_Grill-Atlantic_City_New_Jersey.html,https://resortsac.com/wp-content/uploads/2018/08/Breadsticks_BreakfastMenu_Winter-2017-2018.pdf
80,Old Homestead,1 Borgata Way,"Atlantic City, NJ 08401-1946","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,760 reviews,Dined here for my birthday dinner in November. I have dined here many times and always hit or miss.  Well this was a huge miss as a 3 star is being VERY kind!!  Had reservations and had to wait to be seated for 20-25min.  Service...More,+1 609-317-1000,https://www.tripadvisor.com//Restaurant_Review-g29750-d523118-Reviews-Old_Homestead-Atlantic_City_New_Jersey.html,Check The Website for a Menu
81,Izakaya in Borgata Hotel,1 Borgata Way,"Atlantic City, NJ 08401-1946","$$$$, Japanese, Sushi, Asian",4 of 5 bubbles,425 reviews,Each time we dine here is just amazing. I highly recommend their Monday specials- you will not be disappointed.,+1 609-317-1000,https://www.tripadvisor.com//Restaurant_Review-g29750-d1205782-Reviews-Izakaya_in_Borgata_Hotel-Atlantic_City_New_Jersey.html,Check The Website for a Menu
82,The Palm Atlantic City,2801 Pacific Ave,"Atlantic City, NJ 08401-6347","$$$$, American, Steakhouse, Seafood",4 of 5 bubbles,430 reviews,We had come down yesterday for Valentine’s Day for my birthday I had booked a reservation in advance at the Palm restaurant in the Tropicana Casino I had ordered the 4 pound lobster and it was delicious I eat every little bit every nook and...More,+1 609-344-7256,https://www.tripadvisor.com//Restaurant_Review-g29750-d631723-Reviews-The_Palm_Atlantic_City-Atlantic_City_New_Jersey.html,Check The Website for a Menu
83,Perry's Cafe & Deli,1339 Pacific Ave,"Atlantic City, NJ 08401-7204","$, American, Diner, Cafe",4.5 of 5 bubbles,236 reviews,"Leaving AC Quick stop for breakfast service was prompt and food was excellent.
Will stop again on our way down
Would recommend Perry's to everyone",+1 609-340-8882,https://www.tripadvisor.com//Restaurant_Review-g29750-d438699-Reviews-Perry_s_Cafe_Deli-Atlantic_City_New_Jersey.html,Check The Website for a Menu
84,Chart House,Brigantine Blvd. & Huron Ave.,"Atlantic City, NJ 08401","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,521 reviews,"Enjoyed dinner with a total of 8 business colleagues. Service was EXCELLENT. Nice selection of wines, beautiful steaks and seafood. Very comfortable environment, could easily hear conversation across large table. Quality food options.",+1 609-340-5030,https://www.tripadvisor.com//Restaurant_Review-g29750-d2218605-Reviews-Chart_House-Atlantic_City_New_Jersey.html,http://www.chart-house.com/locations/atlantic-city/menus.asp
85,Angelo's Fairmount Tavern,2300 Fairmount Ave,"Atlantic City, NJ 08401-4006","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,712 reviews,"With lots of things going on at the convention center, it was difficult to find a place to eat. This place was recommended by the people on the Tangier Shopping Center. I'm so glad they encouraged my group to go. The restaurant has a lot...More",+1 609-344-2439,https://www.tripadvisor.com//Restaurant_Review-g29750-d459194-Reviews-Angelo_s_Fairmount_Tavern-Atlantic_City_New_Jersey.html,Check The Website for a Menu
