,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
58,SteamPlant,159 S Lincoln St,"Spokane, WA 99201-4420","$$ - $$$, American, Bar, Brew Pub",4 of 5 bubbles,466 reviews,"Stopped in with a group of friends before heading back to Montana. The food was delicious, good bar, all in a unique setting. This was originally a hugh steam plant in downtown Spokane converted into a restaurant with a few business offices incorporated    
among the...More",+1 509-777-3900,https://www.tripadvisor.com//Restaurant_Review-g58759-d464089-Reviews-SteamPlant-Spokane_Washington.html,Check The Website for a Menu
59,Onion,302 W Riverside Ave,"Spokane, WA 99201-0210","$$ - $$$, Brew Pub, American, Vegetarian Friendly",4 of 5 bubbles,272 reviews,My Father came to visit from out of town and wanted to go to The Onion to see if it still tasted the same from when he was stationed here 20 some odd years ago. My two kids (3&6) had fun in the kids zone...More,+1 509-757-3852,https://www.tripadvisor.com//Restaurant_Review-g58759-d413305-Reviews-Onion-Spokane_Washington.html,Check The Website for a Menu
60,Steelhead Bar & Grille,218 N Howard St,"Spokane, WA 99201-0805","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,285 reviews,"I was attending a conference in Spokane and had a few nights free for dinner.  The hotel staff collectively spoke in favor of this place, mainly for the atmosphere and drinks. 

The food was nothing special, but we really enjoyed the comfortable setting and spent...More",+1 509-747-1303,https://www.tripadvisor.com//Restaurant_Review-g58759-d887365-Reviews-Steelhead_Bar_Grille-Spokane_Washington.html,Check The Website for a Menu
61,Manito Tap House,3011 S Grand Blvd,"Spokane, WA 99203-2559","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,222 reviews,My husband ordered a well done burger and got a drippy burger with RED meat showing... the steak tacos I ordered were COLD. Don’t sit next to the windows. very drafty... had to put my coat back on!!,+1 509-279-2671,https://www.tripadvisor.com//Restaurant_Review-g58759-d2347971-Reviews-Manito_Tap_House-Spokane_Washington.html,Check The Website for a Menu
62,Olive Branch Cafe,2501 E D St,"Tacoma, WA 98421-1338","$$ - $$$, American, Cafe, Soups",5 of 5 bubbles,191 reviews,Had a lunchtime tea party here with my wife. Lots of yummy sweets and a nice variety of teas in the tea closet. Would return. Ambiance was opulent and comfortable.,+1 253-330-6511,https://www.tripadvisor.com//Restaurant_Review-g58775-d4815267-Reviews-Olive_Branch_Cafe-Tacoma_Washington.html,Check The Website for a Menu
63,Marzano's Restaurant,516 Garfield St S,"Tacoma, WA 98444-3628","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,321 reviews,"Marzano's is the best place to have a great meal, enjoy great companionship in a beautiful environment with wonderful service. My friends and I love coming here. They offer creative and great tasting specials every day but you can always enjoy one of the regulars...More",+1 253-537-4191,https://www.tripadvisor.com//Restaurant_Review-g58775-d844295-Reviews-Marzano_s_Restaurant-Tacoma_Washington.html,Check The Website for a Menu
64,Over the Moon Cafe,709 Opera Aly,"Tacoma, WA 98402-3704","$$ - $$$, American, Gluten Free Options, Vegan Options",4.5 of 5 bubbles,343 reviews,Warm environment with the sweetest handwritten love notes in a box at each table. Delicious meal plus to die for turtle pie dessert that we shared. This is my favorite hidden date nite in Tacoma.,+1 253-284-3722,https://www.tripadvisor.com//Restaurant_Review-g58775-d782395-Reviews-Over_the_Moon_Cafe-Tacoma_Washington.html,Check The Website for a Menu
65,Duke's Chowder House,3327 Ruston Way,"Tacoma, WA 98402-5309","$$ - $$$, American, Bar, Seafood",4.5 of 5 bubbles,951 reviews,"Truly wonderful dining experience. The World Famous Clam Chowder was a delight, delicious, and aptly named. 

I will highly recommend the dinner special of Colonel Mustard  Wild Salmon & Mussels featuring Alaska Copper River Salmon and local Penn Cove  Mussels in a French Dijon cream...More",+1 253-752-5444,https://www.tripadvisor.com//Restaurant_Review-g58775-d1063148-Reviews-Duke_s_Chowder_House-Tacoma_Washington.html,Check The Website for a Menu
66,Dirty Oscar's Annex,2309 6th Ave,"Tacoma, WA 98403-1050","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,239 reviews,I went here on a whim to grab a drink and a bite and ended up staying for a few hours.  The vibe was good and the twist on some menu standards was great.  Can't wait to go again with some friends.,253-572-0588,https://www.tripadvisor.com//Restaurant_Review-g58775-d3807500-Reviews-Dirty_Oscar_s_Annex-Tacoma_Washington.html,http://www.dirtyoscarsannex.com/#menus
67,Asado,2810 6th Ave,"Tacoma, WA 98406-6708","$$$$, Steakhouse, Latin, Argentinean",4.5 of 5 bubbles,311 reviews,Always enjoy eating at Asado. It’s my wife’s favorite.  It’s not cheap...but mostly worth it.    Don’t understand that 5% service charge tho.,+1 253-272-7770,https://www.tripadvisor.com//Restaurant_Review-g58775-d589821-Reviews-Asado-Tacoma_Washington.html,Check The Website for a Menu
68,Lobster Shop,4015 Ruston Way,"Tacoma, WA 98402-5315","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,563 reviews,We go to Lobster Shop every year for Valentines and it never disappoints. Make sure you book in advance! The taste menu is perfect and the service is even better.,+1 253-759-2165,https://www.tripadvisor.com//Restaurant_Review-g58775-d495879-Reviews-Lobster_Shop-Tacoma_Washington.html,Check The Website for a Menu
69,El Gaucho Tacoma,2119 Pacific Ave,"Tacoma, WA 98402-3003","$$$$, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,265 reviews,"They had my favorite items:
Escargot
Fresh Asparagus 
French Onion Soup 
Steak Tartare
Creme brulee
I ate completely from the appetizer side of the menu and was greatly satisfied.
The only other place I have been able to order Steak Tartare was in France.",+1 253-272-1510,https://www.tripadvisor.com//Restaurant_Review-g58775-d859661-Reviews-El_Gaucho_Tacoma-Tacoma_Washington.html,Check The Website for a Menu
70,Pacific Grill,1502 Pacific Ave,"Tacoma, WA 98402-4202","$$ - $$$, American, Bar, Seafood",4.5 of 5 bubbles,937 reviews,Visited Pacific Grill on 15 February 2020. We arrived about 1/2 hour befor our reservation. One couple who came in after us and told the hostes they did not have a reservation were seated before us. We were seated about 15 min after our reservation...More,+1 253-627-3535,https://www.tripadvisor.com//Restaurant_Review-g58775-d948578-Reviews-Pacific_Grill-Tacoma_Washington.html,Check The Website for a Menu
71,The Fish Peddler on Foss Waterway,1199 Dock St,"Tacoma, WA 98402-5004","$$ - $$$, American, Seafood, Bar",4.5 of 5 bubbles,222 reviews,"Reading from the reviews, many people have enjoyed this restaurant and I am not writing to say that they are wrong.  I can see how one could have a great experience here.  However, our experience was not great.  Service was friendly but inattentive.  This mattered...More",+1 253-627-2158,https://www.tripadvisor.com//Restaurant_Review-g58775-d6652797-Reviews-The_Fish_Peddler_on_Foss_Waterway-Tacoma_Washington.html,http://www.fishpeddler-tacoma.com/menu.html
72,The Matador,721 Pacific Ave,"Tacoma, WA 98402-5207","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,252 reviews,Delicious lunch/dinner last Saturday late afternoon. We order several new things and the three of us were completely satisfied and stuffed with tasty food. We tried their new Beyond Meat Burrito. It was enormous enough for several and really good. We happen to love Beyond...More,+1 253-627-7100,https://www.tripadvisor.com//Restaurant_Review-g58775-d1069238-Reviews-The_Matador-Tacoma_Washington.html,http://matadorrestaurants.com/uploads/Matador-WAOR-Core-Menu-03.2019-website.pdf
73,Top of Tacoma Bar and Cafe,3529 McKinley Ave,"Tacoma, WA 98404-2162","$, American, Bar, Pub",4.5 of 5 bubbles,100 reviews,"I love this place and visit often. it's not in the neighborhood I live in, but go out of my way because I love the place. There's something for everyone here. They have cocktails, a good selection of draft craft beer and also cheap beers....More",+1 253-272-1502,https://www.tripadvisor.com//Restaurant_Review-g58775-d4481558-Reviews-Top_of_Tacoma_Bar_and_Cafe-Tacoma_Washington.html,Check The Website for a Menu
74,Bite,1320 Broadway,"Tacoma, WA 98402-3411","$$ - $$$, American, Bar, Contemporary",4 of 5 bubbles,283 reviews,"‘Warm BLT Salad’ is awesome. It is freshly made. 
Desserts are wonderful. The staff is very attentive.",+1 877-986-8083,https://www.tripadvisor.com//Restaurant_Review-g58775-d1122130-Reviews-Bite-Tacoma_Washington.html,Check The Website for a Menu
75,Indochine Asian Dining Lounge,1924 Pacific Ave,"Tacoma, WA 98402-3110","$$ - $$$, Asian, Thai, Vegetarian Friendly",4 of 5 bubbles,418 reviews,Excellent food and service. Lovely atmosphere. Will definitely revisit in the future. All the entrees were great,+1 253-272-8200,https://www.tripadvisor.com//Restaurant_Review-g58775-d1312709-Reviews-Indochine_Asian_Dining_Lounge-Tacoma_Washington.html,Check The Website for a Menu
76,Harbor Lights,2761 Ruston Way,"Tacoma, WA 98402-5304","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,362 reviews,"the Harbor Lights was one of the first on Ruston Way now filled with many eateries.  We haven't been there in awhile and we're extremely happy we did.
It was a beautiful evening with a huge moon glistening on the water shown through expansive windows....More",+1 253-752-8600,https://www.tripadvisor.com//Restaurant_Review-g58775-d1028643-Reviews-Harbor_Lights-Tacoma_Washington.html,Check The Website for a Menu
77,The Red Hot,2914 6th Ave,"Tacoma, WA 98406-6713","$, American, Bar, Pub",4.5 of 5 bubbles,115 reviews,"There is a selection of vegan items on their menu. The vegan hot dogs are delicious. Fun, casual atmosphere. Good prices. If you are looking for a lively bar with vegan grub check this place out!",+1 253-779-0229,https://www.tripadvisor.com//Restaurant_Review-g58775-d948579-Reviews-The_Red_Hot-Tacoma_Washington.html,http://www.redhottacoma.com/menu-food-drink/hot-dogs/
78,Anthony's At Point Defiance,5910 N Waterfront Dr,"Tacoma, WA 98407-6521","$$ - $$$, American, Seafood, Soups",4 of 5 bubbles,378 reviews,"The food was good, but that blackberry cobbler dessert was Out of this World!!! Great customer service, nice views, good food and amazing dessert !  Who could ask for more ??More",+1 253-752-9700,https://www.tripadvisor.com//Restaurant_Review-g58775-d463511-Reviews-Anthony_s_At_Point_Defiance-Tacoma_Washington.html,Check The Website for a Menu
79,Citron European Bistro,10716 A St S,"Tacoma, WA 98444-6003","$$ - $$$, French, European, German",5 of 5 bubbles,58 reviews,I hate to tell anyone about this great place for fear I will no longer be able to get a last mnute table!  Authentic wiener schnitzel and other french dishes.  It's a husband and wife team.  The husband cooks some amazing dishes.  Good wine to...More,+1 253-212-1153,https://www.tripadvisor.com//Restaurant_Review-g58775-d10307466-Reviews-Citron_European_Bistro-Tacoma_Washington.html,Check The Website for a Menu
80,WildFin American Grill,5115 Grand Loop,"Tacoma, WA 98407-3180","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,289 reviews,"Dined here for a date night. Great food, friendly service, made a reservation and was seated promptly, good server and flavorful food. 

I recommend the burger, just not with the cheese unless you like aged vintage gorgonzola, and the fries are amazing! Didnt fancy all...More",+1 253-267-1772,https://www.tripadvisor.com//Restaurant_Review-g58775-d9756769-Reviews-WildFin_American_Grill-Tacoma_Washington.html,https://www.wildfinamericangrill.com/eat-drink/junior-menu/
81,Stanley & Seafort's Steak Chop & Fishhouse,115 E 34th St,"Tacoma, WA 98404-1502","$$$$, American, Steakhouse, Seafood",4 of 5 bubbles,530 reviews,Meatloaf was outstanding. Prime rib was perfect. Wait staff was attentive. Clean. Good views. Was charged a weird tax. Pricey overall.,+1 253-473-7300,https://www.tripadvisor.com//Restaurant_Review-g58775-d464095-Reviews-Stanley_Seafort_s_Steak_Chop_Fishhouse-Tacoma_Washington.html,Check The Website for a Menu
82,Elmer's Restaurant - Tacoma,7427 S Hosmer St,"Tacoma, WA 98408-1220","$$ - $$$, Diner, American, Vegetarian Friendly",4 of 5 bubbles,169 reviews,"For breakfast, you can’t top Elmer’s. The pancakes come in a four stack with powdered sugar and two portions of syrup. The bacon is fresh and crisp. The hash browns are warm and crisp. The service is fast and accurate. This is a great place...More",+1 253-473-0855,https://www.tripadvisor.com//Restaurant_Review-g58775-d1494676-Reviews-Elmer_s_Restaurant_Tacoma-Tacoma_Washington.html,https://eatatelmers.com/menu/
83,The Ram Restaurant & Brewery,3001 Ruston Way,"Tacoma, WA 98402-5306","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,443 reviews,"On 01/16/20, I called the Tacoma RAM & spoke with Ben, a manager, to inform him that I'd Authorized a charge of $80 to my VISA; but the actual charge to my VISA was $84.76, which is $4.76 over what I wrote on the receipt....More",+1 253-756-7450,https://www.tripadvisor.com//Restaurant_Review-g58775-d1028645-Reviews-The_Ram_Restaurant_Brewery-Tacoma_Washington.html,Check The Website for a Menu
84,Harmon Pub & Brewery,1938 Pacific Ave,"Tacoma, WA 98402-3110","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,349 reviews,The restaurant offers pleasant indoor seating as well as an outdoor option.  A nice variety of food dishes is complimented by beers from the in house brewery.,+1 253-383-2739,https://www.tripadvisor.com//Restaurant_Review-g58775-d464114-Reviews-Harmon_Pub_Brewery-Tacoma_Washington.html,Check The Website for a Menu
85,Cook's Tavern,3201 N 26th St,"Tacoma, WA 98407-6203","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,127 reviews,I found this restaurant very very expensive for breakfast! The cheapest egg dish on the menu was $14! I took my daughter for breakfast for two of us we each had breakfast and I had coffee it was $30!,+1 253-327-1777,https://www.tripadvisor.com//Restaurant_Review-g58775-d10454046-Reviews-Cook_s_Tavern-Tacoma_Washington.html,http://www.cookstavern.com/kids-menu.html
86,Katie Downs,3211 Ruston Way,"Tacoma, WA 98402-5334","$$ - $$$, American, Bar, Pizza",4 of 5 bubbles,222 reviews,I don't know how this place gets so many good reviews! When you order your beverage your credit card starts running a tab. When your meal is finished the waitress gives you  the bill on a handheld computer where you are asked for your tip...More,+1 253-756-0771,https://www.tripadvisor.com//Restaurant_Review-g58775-d445309-Reviews-Katie_Downs-Tacoma_Washington.html,Check The Website for a Menu
