,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
85,Richard Walker's Pancake House,520 Front St,"San Diego, CA 92101","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,"1,679 reviews",+1 619-231-7777,https://www.tripadvisor.com//Restaurant_Review-g60750-d666482-Reviews-Richard_Walker_s_Pancake_House-San_Diego_California.html,Check The Website for a Menu
86,Meze Greek Fusion,345 6th Ave,"San Diego, CA 92101-7005","$$ - $$$, Healthy, Bar, Mediterranean",4.5 of 5 bubbles,678 reviews,+1 619-550-1600,https://www.tripadvisor.com//Restaurant_Review-g60750-d3247338-Reviews-Meze_Greek_Fusion-San_Diego_California.html,Check The Website for a Menu
87,Basic,410 10th Ave,"San Diego, CA 92101-7202","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,504 reviews,+1 619-531-8869,https://www.tripadvisor.com//Restaurant_Review-g60750-d1314951-Reviews-Basic-San_Diego_California.html,Check The Website for a Menu
88,AVANT Restaurant,17550 Bernardo Oaks Dr,"San Diego, CA 92128-2112","$$$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,240 reviews,+1 877-436-7759,https://www.tripadvisor.com//Restaurant_Review-g60750-d4427195-Reviews-AVANT_Restaurant-San_Diego_California.html,Check The Website for a Menu
89,The Cottage La Jolla,7702 Fay Ave,"La Jolla, San Diego, CA 92037-4309","$$ - $$$, American, Cafe, Contemporary",4.5 of 5 bubbles,"1,530 reviews",+1 858-454-8409,https://www.tripadvisor.com//Restaurant_Review-g32578-d494588-Reviews-The_Cottage_La_Jolla-La_Jolla_San_Diego_California.html,Check The Website for a Menu
90,We Olive & Wine Bar,1158 Prospect St,"La Jolla, San Diego, CA 92037-4533","$$ - $$$, Mediterranean, Wine Bar, Vegetarian Friendly",4.5 of 5 bubbles,180 reviews,+1 858-551-8250,https://www.tripadvisor.com//Restaurant_Review-g32578-d4810290-Reviews-We_Olive_Wine_Bar-La_Jolla_San_Diego_California.html,https://weolive.com/la-jolla/wp-content/uploads/sites/11/2018/07/LJ-Summer-Menu-July-2018.pdf
91,Family House of Pancakes,562 Broadway,"Chula Vista, CA 91910-5308","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,224 reviews,+1 619-425-5133,https://www.tripadvisor.com//Restaurant_Review-g32210-d514316-Reviews-Family_House_of_Pancakes-Chula_Vista_California.html,Check The Website for a Menu
92,CUCINA urbana,505 Laurel St,"San Diego, CA 92101-1634","$$ - $$$, Wine Bar, Italian, Vegetarian Friendly",4.5 of 5 bubbles,924 reviews,+1 619-239-2222,https://www.tripadvisor.com//Restaurant_Review-g60750-d481934-Reviews-CUCINA_urbana-San_Diego_California.html,Check The Website for a Menu
93,Snooze,3940 5th Ave,"San Diego, CA 92103-3112","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"1,134 reviews",+1 619-500-3344,https://www.tripadvisor.com//Restaurant_Review-g60750-d2467627-Reviews-Snooze-San_Diego_California.html,Check The Website for a Menu
94,Harry's Coffee Shop,7545 Girard Ave,"La Jolla, San Diego, CA 92037-5102","$$ - $$$, American, Cafe, Diner",4.5 of 5 bubbles,386 reviews,+1 858-454-7381,https://www.tripadvisor.com//Restaurant_Review-g32578-d494729-Reviews-Harry_s_Coffee_Shop-La_Jolla_San_Diego_California.html,Check The Website for a Menu
95,La Foret Restaurant,21747 Bertram Rd,"San Jose, CA 95120-4329","$$$$, French, European, Vegetarian Friendly",4.5 of 5 bubbles,276 reviews,+1 408-997-3458,https://www.tripadvisor.com//Restaurant_Review-g33020-d343531-Reviews-La_Foret_Restaurant-San_Jose_California.html,Check The Website for a Menu
96,Bill's Cafe,1115 Willow St,"San Jose, CA 95125-3158","$$ - $$$, American, Cafe, International",4.5 of 5 bubbles,611 reviews,+1 408-294-1125,https://www.tripadvisor.com//Restaurant_Review-g33020-d491279-Reviews-Bill_s_Cafe-San_Jose_California.html,Check The Website for a Menu
97,Henry's Hi-Life,301 W Saint John St,"San Jose, CA 95110-2345","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,366 reviews,+1 408-295-5414,https://www.tripadvisor.com//Restaurant_Review-g33020-d342828-Reviews-Henry_s_Hi_Life-San_Jose_California.html,Check The Website for a Menu
98,Smoking Pig BBQ Company,1114 N 4th St,"San Jose, CA 95112-4944","$$ - $$$, American, Barbecue, Gluten Free Options",4 of 5 bubbles,606 reviews,+1 408-380-4784,https://www.tripadvisor.com//Restaurant_Review-g33020-d2332281-Reviews-Smoking_Pig_BBQ_Company-San_Jose_California.html,Check The Website for a Menu
99,Fogo de Chao Brazilian Steakhouse,377 Santana Row Ste 1090,"San Jose, CA 95128-2058","$$$$, Steakhouse, Brazilian, Latin",4 of 5 bubbles,354 reviews,+1 408-244-7001,https://www.tripadvisor.com//Restaurant_Review-g33020-d6012787-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-San_Jose_California.html,Check The Website for a Menu
100,Maggiano's Little Italy,3055 Olin Ave,"San Jose, CA 95128-2067","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,738 reviews,+1 408-423-8973,https://www.tripadvisor.com//Restaurant_Review-g33020-d347406-Reviews-Maggiano_s_Little_Italy-San_Jose_California.html,Check The Website for a Menu
101,The Grill on the Alley,172 S Market St,"San Jose, CA 95113-2307","$$$$, American, Gluten Free Options",4 of 5 bubbles,320 reviews,+1 408-294-2244,https://www.tripadvisor.com//Restaurant_Review-g33020-d347385-Reviews-The_Grill_on_the_Alley-San_Jose_California.html,Check The Website for a Menu
102,Yard House,300 Santana Row,"San Jose, CA 95128-2423","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,292 reviews,+1 408-241-9273,https://www.tripadvisor.com//Restaurant_Review-g33020-d2249171-Reviews-Yard_House-San_Jose_California.html,Check The Website for a Menu
103,Bill's Cafe on the Alameda,2089 The Alameda,"San Jose, CA 95126-1136","$$ - $$$, American, Cafe, Diner",4.5 of 5 bubbles,155 reviews,+1 408-244-9085,https://www.tripadvisor.com//Restaurant_Review-g33020-d1057188-Reviews-Bill_s_Cafe_on_the_Alameda-San_Jose_California.html,Check The Website for a Menu
104,Original Joe's San Jose,301 S 1st St,"San Jose, CA 95113","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,"1,321 reviews",+1 408-292-7030,https://www.tripadvisor.com//Restaurant_Review-g33020-d342826-Reviews-Original_Joe_s_San_Jose-San_Jose_California.html,Check The Website for a Menu
105,Scott's Seafood - San Jose,185 Park Ave,"San Jose, CA 95113-2240","$$$$, Seafood, American, Gluten Free Options",4 of 5 bubbles,396 reviews,+1 408-971-1700,https://www.tripadvisor.com//Restaurant_Review-g33020-d1370379-Reviews-Scott_s_Seafood_San_Jose-San_Jose_California.html,http://www.scottsseafoodsj.com/menus.html
106,Nemea Greek Taverna,96 S 1st St,"San Jose, CA 95113-2406","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4 of 5 bubbles,257 reviews,+1 408-279-4225,https://www.tripadvisor.com//Restaurant_Review-g33020-d3975147-Reviews-Nemea_Greek_Taverna-San_Jose_California.html,Check The Website for a Menu
107,Left Bank Brasserie Santana Row,377 Santana Row Ste 1100,"San Jose, CA 95128-2058","$$ - $$$, French, European, International",4 of 5 bubbles,652 reviews,+1 408-984-3500,https://www.tripadvisor.com//Restaurant_Review-g33020-d1370371-Reviews-Left_Bank_Brasserie_Santana_Row-San_Jose_California.html,Check The Website for a Menu
108,Pizza Antica,334 Santana Row,"San Jose, CA 95128-2013","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,322 reviews,+1 408-557-8373,https://www.tripadvisor.com//Restaurant_Review-g33020-d342225-Reviews-Pizza_Antica-San_Jose_California.html,Check The Website for a Menu
109,Le Papillon,410 Saratoga Ave,"San Jose, CA 95129-1332","$$$$, French, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,182 reviews,+1 408-296-3730,https://www.tripadvisor.com//Restaurant_Review-g33020-d342117-Reviews-Le_Papillon-San_Jose_California.html,Check The Website for a Menu
110,LB Steak,334 Santana Row Ste 1000,"San Jose, CA 95128-2029","$$$$, American, Steakhouse",4 of 5 bubbles,341 reviews,+1 408-244-1180,https://www.tripadvisor.com//Restaurant_Review-g33020-d2416859-Reviews-LB_Steak-San_Jose_California.html,Check The Website for a Menu
111,Il Fornaio,302 S Market St,"San Jose, CA 95113-2817","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,558 reviews,+1 408-271-3366,https://www.tripadvisor.com//Restaurant_Review-g33020-d491985-Reviews-Il_Fornaio-San_Jose_California.html,Check The Website for a Menu
112,Zeni Ethiopian Restaurant,1320 Saratoga Ave,"San Jose, CA 95129-4336","$$ - $$$, African, Ethiopian, Vegetarian Friendly",4.5 of 5 bubbles,118 reviews,+1 408-615-8282,https://www.tripadvisor.com//Restaurant_Review-g33020-d799524-Reviews-Zeni_Ethiopian_Restaurant-San_Jose_California.html,Check The Website for a Menu
113,Vito's Trattoria,90 Skyport Dr,"San Jose, CA 95110-1358","$$ - $$$, Italian, Gluten Free Options",4 of 5 bubbles,186 reviews,+1 408-453-1000,https://www.tripadvisor.com//Restaurant_Review-g33020-d818243-Reviews-Vito_s_Trattoria-San_Jose_California.html,Check The Website for a Menu
114,The Fish Market - San Jose,1007 Blossom Hill Rd,"San Jose, CA 95123-1104","$$ - $$$, Seafood, Gluten Free Options",4 of 5 bubbles,192 reviews,+1 408-269-3474,https://www.tripadvisor.com//Restaurant_Review-g33020-d539252-Reviews-The_Fish_Market_San_Jose-San_Jose_California.html,Check The Website for a Menu
115,Vegetarian House,520 E Santa Clara St,"San Jose, CA 95112-2012","$$ - $$$, Asian, International, Vegan Options",4.5 of 5 bubbles,92 reviews,+1 408-292-3798,https://www.tripadvisor.com//Restaurant_Review-g33020-d468166-Reviews-Vegetarian_House-San_Jose_California.html,Check The Website for a Menu
116,MIZU Sushi Bar & Grill,1035 S Winchester Blvd,"San Jose, CA 95128-3702","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,128 reviews,+1 408-824-1661,https://www.tripadvisor.com//Restaurant_Review-g33020-d1988127-Reviews-MIZU_Sushi_Bar_Grill-San_Jose_California.html,Check The Website for a Menu
117,Paesano Ristorante Italiano,350 W Julian St,"San Jose, CA 95110-2305","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,105 reviews,408-217-9327,https://www.tripadvisor.com//Restaurant_Review-g33020-d2626120-Reviews-Paesano_Ristorante_Italiano-San_Jose_California.html,Check The Website for a Menu
118,Whole Foods Market,777 The Alameda,"San Jose, CA 95126-3155","$$ - $$$, Deli, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,88 reviews,+1 408-207-1126,https://www.tripadvisor.com//Restaurant_Review-g33020-d7784954-Reviews-Whole_Foods_Market-San_Jose_California.html,Check The Website for a Menu
119,Morton's The Steakhouse,177 Park Ave,"San Jose, CA 95113-2259","$$$$, American, Steakhouse",4 of 5 bubbles,234 reviews,+1 408-947-7000,https://www.tripadvisor.com//Restaurant_Review-g33020-d814736-Reviews-Morton_s_The_Steakhouse-San_Jose_California.html,Check The Website for a Menu
120,Good Karma Vegan Cafe,37 S 1st St,"San Jose, CA 95113-2402","$, Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,86 reviews,+1 408-294-2694,https://www.tripadvisor.com//Restaurant_Review-g33020-d941083-Reviews-Good_Karma_Vegan_Cafe-San_Jose_California.html,Check The Website for a Menu
121,The Counter Santana Row,3055 Olin Ave,"San Jose, CA 95128-2067","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,188 reviews,+1 408-423-9200,https://www.tripadvisor.com//Restaurant_Review-g33020-d801722-Reviews-The_Counter_Santana_Row-San_Jose_California.html,Check The Website for a Menu
122,The Boiling Crab,71 Curtner Ave Ste 20,"San Jose, CA 95125-1065","$$ - $$$, American, Seafood, Cajun & Creole",4.5 of 5 bubbles,95 reviews,+1 408-297-2322,https://www.tripadvisor.com//Restaurant_Review-g33020-d3823713-Reviews-The_Boiling_Crab-San_Jose_California.html,https://theboilingcrab.com/#menu
123,Mezcal Bistro & Bar,25 W San Fernando St,"San Jose, CA 95113-2477","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,187 reviews,+1 408-283-9595,https://www.tripadvisor.com//Restaurant_Review-g33020-d1644701-Reviews-Mezcal_Bistro_Bar-San_Jose_California.html,Check The Website for a Menu
124,Firehouse No.1,69 N San Pedro St,"San Jose, CA 95110-2414","$$ - $$$, American, Bar",4 of 5 bubbles,141 reviews,+1 408-287-6969,https://www.tripadvisor.com//Restaurant_Review-g33020-d1809935-Reviews-Firehouse_No_1-San_Jose_California.html,Check The Website for a Menu
125,Localis,2031 S St,"Sacramento, CA 95811-6819","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,78 reviews,+1 916-737-7699,https://www.tripadvisor.com//Restaurant_Review-g32999-d8727747-Reviews-Localis-Sacramento_California.html,Check The Website for a Menu
126,The Kitchen Restaurant,2225 Hurley Way,"Sacramento, CA 95825-3483","$$$$, American, Contemporary, Gluten Free Options",5 of 5 bubbles,251 reviews,+1 916-568-7171,https://www.tripadvisor.com//Restaurant_Review-g32999-d492400-Reviews-The_Kitchen_Restaurant-Sacramento_California.html,Check The Website for a Menu
127,The Waterboy,2000 Capitol Ave,"Sacramento, CA 95811-4215","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,362 reviews,+1 916-498-9891,https://www.tripadvisor.com//Restaurant_Review-g32999-d378960-Reviews-The_Waterboy-Sacramento_California.html,Check The Website for a Menu
128,Mikuni Japanese Restaurant and Sushi Bar,1530 J St,"Sacramento, CA 95814-2052","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,866 reviews,+1 916-447-2112,https://www.tripadvisor.com//Restaurant_Review-g32999-d339768-Reviews-Mikuni_Japanese_Restaurant_and_Sushi_Bar-Sacramento_California.html,Check The Website for a Menu
129,Biba Restaurant,2801 Capitol Ave,"Sacramento, CA 95816","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,725 reviews,+1 916-455-2422,https://www.tripadvisor.com//Restaurant_Review-g32999-d339754-Reviews-Biba_Restaurant-Sacramento_California.html,Check The Website for a Menu
130,Mulvaney's Building & Loan,1215 19th St,"Sacramento, CA 95811-4154","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,250 reviews,+1 916-441-6022,https://www.tripadvisor.com//Restaurant_Review-g32999-d602011-Reviews-Mulvaney_s_Building_Loan-Sacramento_California.html,Check The Website for a Menu
131,Tower Cafe,1518 Broadway,"Sacramento, CA 95818-2302","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,994 reviews,+1 916-441-0222,https://www.tripadvisor.com//Restaurant_Review-g32999-d339739-Reviews-Tower_Cafe-Sacramento_California.html,Check The Website for a Menu
132,Bacon & Butter,5913 Broadway,"Sacramento, CA 95820-1841","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,238 reviews,+1 916-346-4445,https://www.tripadvisor.com//Restaurant_Review-g32999-d3244839-Reviews-Bacon_Butter-Sacramento_California.html,Check The Website for a Menu
133,The Firehouse,1112 2nd St,"Sacramento, CA 95814-3204","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,808 reviews,+1 916-442-4772,https://www.tripadvisor.com//Restaurant_Review-g32999-d339750-Reviews-The_Firehouse-Sacramento_California.html,Check The Website for a Menu
134,Ella Dining Room & Bar,1131 K St,"Sacramento, CA 95814-3904","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,464 reviews,+1 916-443-3772,https://www.tripadvisor.com//Restaurant_Review-g32999-d815734-Reviews-Ella_Dining_Room_Bar-Sacramento_California.html,Check The Website for a Menu
135,Frank Fat's Restaurant,806 L St,"Sacramento, CA 95814-3693","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,368 reviews,+1 916-442-7092,https://www.tripadvisor.com//Restaurant_Review-g32999-d339794-Reviews-Frank_Fat_s_Restaurant-Sacramento_California.html,Check The Website for a Menu
136,Grange Restaurant & Bar,926 J St,"Sacramento, CA 95814-2703","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,509 reviews,+1 916-492-4450,https://www.tripadvisor.com//Restaurant_Review-g32999-d1370564-Reviews-Grange_Restaurant_Bar-Sacramento_California.html,Check The Website for a Menu
137,Lucca Restaurant,1615 J St,"Sacramento, CA 95814-2020","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,367 reviews,+1 916-669-5300,https://www.tripadvisor.com//Restaurant_Review-g32999-d369016-Reviews-Lucca_Restaurant-Sacramento_California.html,Check The Website for a Menu
138,Tres Hermanas Mexican Restaurant,2416 K St,"Sacramento, CA 95816-5002","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,313 reviews,+1 916-443-6919,https://www.tripadvisor.com//Restaurant_Review-g32999-d339747-Reviews-Tres_Hermanas_Mexican_Restaurant-Sacramento_California.html,Check The Website for a Menu
139,Zocalo,1801 Capitol Ave,"Sacramento, CA 95811-4104","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,345 reviews,+1 916-441-0303,https://www.tripadvisor.com//Restaurant_Review-g32999-d507153-Reviews-Zocalo-Sacramento_California.html,Check The Website for a Menu
140,Seasons52,1689 Arden Way,"Sacramento, CA 95815-4030","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,334 reviews,+1 916-922-5252,https://www.tripadvisor.com//Restaurant_Review-g32999-d3844740-Reviews-Seasons52-Sacramento_California.html,Check The Website for a Menu
141,burgers and brew,1409 R St,"Sacramento, CA 95811-6672","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,214 reviews,+1 916-442-0900,https://www.tripadvisor.com//Restaurant_Review-g32999-d1952432-Reviews-Burgers_and_brew-Sacramento_California.html,Check The Website for a Menu
142,Cafeteria 15L,1116 15th St,"Sacramento, CA 95814-4011","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,416 reviews,+1 916-492-1960,https://www.tripadvisor.com//Restaurant_Review-g32999-d585030-Reviews-Cafeteria_15L-Sacramento_California.html,Check The Website for a Menu
143,Il Fornaio,400 Capitol Mall,"Sacramento, CA 95814-4407","$$$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,254 reviews,+1 916-446-4100,https://www.tripadvisor.com//Restaurant_Review-g32999-d339736-Reviews-Il_Fornaio-Sacramento_California.html,Check The Website for a Menu
144,Firestone Public House,1132 16th St,"Sacramento, CA 95814-4027","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,223 reviews,+1 916-446-0888,https://www.tripadvisor.com//Restaurant_Review-g32999-d3253522-Reviews-Firestone_Public_House-Sacramento_California.html,Check The Website for a Menu
145,Aioli Bodega Espanola,1800 L St,"Sacramento, CA 95811-4115","$$ - $$$, Spanish, Mediterranean, Vegan Options",4.5 of 5 bubbles,189 reviews,+1 916-447-9440,https://www.tripadvisor.com//Restaurant_Review-g32999-d339757-Reviews-Aioli_Bodega_Espanola-Sacramento_California.html,Check The Website for a Menu
146,Dawson's Steakhouse,1209 L St,"Sacramento, CA 95814-3936","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,154 reviews,+1 916-321-3600,https://www.tripadvisor.com//Restaurant_Review-g32999-d467811-Reviews-Dawson_s_Steakhouse-Sacramento_California.html,Check The Website for a Menu
147,Bangkok @12 Thai Restaurant,900 12th St,"Sacramento, CA 95814-2903","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,154 reviews,+1 916-443-5588,https://www.tripadvisor.com//Restaurant_Review-g32999-d1862485-Reviews-Bangkok_12_Thai_Restaurant-Sacramento_California.html,Check The Website for a Menu
