,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
59,Al Di La Trattoria,248 5th Ave,"Brooklyn, NY 11215-1201","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,320 reviews,"The bruschetta and the gnocchi are to die for here. This is a gem of its neighborhood, so I was told, and I must agree! The service was friendly and the restaurant is quaint although busy. The gnocchi was cooked to perfection and paired with...More",+1 718-636-8888,https://www.tripadvisor.com//Restaurant_Review-g60827-d484816-Reviews-Al_Di_La_Trattoria-Brooklyn_New_York.html,Check The Website for a Menu
60,Atera,77 Worth St,"New York City, NY 10013-3411","$$$$, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,194 reviews,"Atera is indeed a Michelin grade restaurant, no doubt about that.  But the atmosphere left a lot to be desired.  With the exception of the younger gentleman mostly in charge of the alcohol, the male crew exudes a level of PTSD that is beyond my...More",+1 212-226-1444,https://www.tripadvisor.com//Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,Check The Website for a Menu
61,The River Cafe,1 Water St,"Brooklyn, NY 11201-1335","$$$$, American, Wine Bar, Vegetarian Friendly",4.5 of 5 bubbles,"4,055 reviews","This is one of those iconic restaurants you see in movies. The view is a showstopper and the restaurant itself is beautiful. We came here right after getting engaged and it definitely wowed us. The service is efficient, courteous, and personal even though they turn...More",+1 718-522-5200,https://www.tripadvisor.com//Restaurant_Review-g60827-d482173-Reviews-The_River_Cafe-Brooklyn_New_York.html,https://rivercafe.com/menus/
62,Adrienne's Pizzabar,54 Stone St,"New York City, NY 10004-2617","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,854 reviews,"Came across this pizza bar walking back to our hotel after visiting the Statue of Liberty. I am so glad we came here; the pizza was out of this world. The flavours were incredible, pizza was well presented, and 1 pizza was shared between 3...More",+1 212-248-3838,https://www.tripadvisor.com//Restaurant_Review-g60763-d2397895-Reviews-Adrienne_s_Pizzabar-New_York_City_New_York.html,Check The Website for a Menu
63,Louie & Ernie's Pizza,1300 Crosby Ave,"Bronx, NY 10461-6000","$, Italian, Pizza, Vegetarian Friendly",5 of 5 bubbles,184 reviews,My husband and I always stop in to pick up a slice or two when running our weekend errands.  Love their pizza,+1 718-829-6230,https://www.tripadvisor.com//Restaurant_Review-g47369-d914281-Reviews-Louie_Ernie_s_Pizza-Bronx_New_York.html,Check The Website for a Menu
64,SottoCasa Pizzeria,227 Lenox Ave,"New York City, NY 10027-6542","$$ - $$$, Pizza, Neapolitan, Campania",4.5 of 5 bubbles,406 reviews,"This is my second time here. I didn’t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More",+1 646-928-4870,https://www.tripadvisor.com//Restaurant_Review-g60763-d10165896-Reviews-SottoCasa_Pizzeria-New_York_City_New_York.html,https://sottocasanyc.com/harlem/
65,Jacob Restaurant Soul Food & Salad Bar,2695 Frederick Douglass Blvd,"New York City, NY 10030-1206","$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,185 reviews,"To whom it may concern,

 This was the first time I purchased  a meal from Jacobs on 129 & Lennox Avenue NYC location and was completely suprised the meal was totally under par for Jacobs😟 The Lima beans were not fully cooked and the smoked...More",+1 212-283-3663,https://www.tripadvisor.com//Restaurant_Review-g60763-d3631325-Reviews-Jacob_Restaurant_Soul_Food_Salad_Bar-New_York_City_New_York.html,http://www.jacobrestaurant.com/pdf/jacob-restaurant-menu.pdf
66,Antonio's Trattoria,2370 Belmont Ave,"Bronx, NY 10458-8208","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,228 reviews,"Waiter had no personality at all - bus boy was more involved in meal.
Hot antipasto appetizer was  not well presented or prepared as all the different items seemed to mix with each other and share the same sauces. 
Dinner- Veal Parmigiana was overcooked and...More",+1 718-733-6630,https://www.tripadvisor.com//Restaurant_Review-g47369-d3163884-Reviews-Antonio_s_Trattoria-Bronx_New_York.html,Check The Website for a Menu
67,Broadway Bagel,2658 Broadway,"New York City, NY 10025-5023","$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,230 reviews,Very delicious egg & cheese bagel at a very good price. Also try the brownie. It’s worth it for sure :),+1 212-662-0231,https://www.tripadvisor.com//Restaurant_Review-g60763-d3948791-Reviews-Broadway_Bagel-New_York_City_New_York.html,Check The Website for a Menu
68,Dinosaur Bar-B-Que,700 W 125th St,"New York City, NY 10027-2314","$$ - $$$, American, Bar, Barbecue",4.5 of 5 bubbles,"1,197 reviews","If you love old school BBQ ribs, this is the best place in the city.  It's always delicious.  The food is so good that the place is always full. You'll need a reservation or go early in the day. It's great for large groups.",+1 212-694-1777,https://www.tripadvisor.com//Restaurant_Review-g60763-d620401-Reviews-Dinosaur_Bar_B_Que-New_York_City_New_York.html,Check The Website for a Menu
69,Full Moon Pizzeria & Restaurant,602 E 187th St,"Bronx, NY 10458-6724","$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,239 reviews,the only pizzeria my grandkids like to eat from ...in the heart of little Italy in the bronx..been going to the pizzeria for years,+1 718-584-3451,https://www.tripadvisor.com//Restaurant_Review-g47369-d458181-Reviews-Full_Moon_Pizzeria_Restaurant-Bronx_New_York.html,http://www.fullmoonpizza.com/menu/
70,Pisticci,125 La Salle St,"New York City, NY 10027-4651","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,267 reviews,This is based on one Friday supper visit. Pisticci is a linen tablecloth sort of place a half block from Broadway close to the Manhattan School of Music. It's bigger than it looks from the sidewalk. I had the spaghetti with prosciutto and spinach; it...More,+1 212-932-3500,https://www.tripadvisor.com//Restaurant_Review-g60763-d458172-Reviews-Pisticci-New_York_City_New_York.html,Check The Website for a Menu
71,Hiram's Roadstand,1345 Palisade Ave,"Fort Lee, NJ 07024-5243","$, American, Fast Food",4.5 of 5 bubbles,188 reviews,"Been wanting to hit Hiram's since we saw it on No Reservations quite a few years ago.  Kept it very simple - chili dogs for both of us with an order of fries.  Great dogs, crispy, hot fries (with toothpicks).  Fantastic.  Super nice counter guys....More",+1 201-592-9602,https://www.tripadvisor.com//Restaurant_Review-g46446-d873711-Reviews-Hiram_s_Roadstand-Fort_Lee_New_Jersey.html,Check The Website for a Menu
72,Trattoria L'incontro,2176 31st St,"Astoria, NY 11105-2602","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,415 reviews,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,https://www.tripadvisor.com//Restaurant_Review-g29837-d457861-Reviews-Trattoria_L_incontro-Astoria_Queens_New_York.html,Check The Website for a Menu
73,zero otto nove,2357 Arthur Ave,"Bronx, NY 10458-8103","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,426 reviews,"A fund and exciting menu...staff is helpful and  accommodating  and dining there is really an experience like
being in  Tuscany...especially if it is someone's birthday!",+1 718-220-1027,https://www.tripadvisor.com//Restaurant_Review-g47369-d1129845-Reviews-Zero_otto_nove-Bronx_New_York.html,Check The Website for a Menu
74,The River Palm Terrace,1416 River Rd,"Edgewater, NJ 07020-1537","$$$$, Seafood, Sushi, American",4.5 of 5 bubbles,271 reviews,"Excellent service, delicious food! The only complaint is that if you go on a Saturday night be prepared to wait. We had a 7:15 reservation but did not get seated until 8pm. It seems the problem is diners who have finished their meals stay too...More",+1 201-224-2013,https://www.tripadvisor.com//Restaurant_Review-g46408-d458084-Reviews-The_River_Palm_Terrace-Edgewater_New_Jersey.html,Check The Website for a Menu
75,Emilia's Restaurant,2331 Arthur Ave,"Bronx, NY 10458-8109","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,262 reviews,"We had a very enjoyable lunch. We went on Valentine's Day. They offered a very nice menu- specials, appetizers, salads, pasta dishes, chicken, fish, veal dishes, drinks and desserts. We orders two entrees- vegetable lasagna and a chicken dish with three kinds of mushrooms- pasta...More",+1 718-367-5915,https://www.tripadvisor.com//Restaurant_Review-g47369-d447719-Reviews-Emilia_s_Restaurant-Bronx_New_York.html,Check The Website for a Menu
76,Enzo's Of Arthur Avenue,2339 Arthur Ave,"Bronx, NY 10458-8110","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,370 reviews,Excellent food and service meatballs appetizer is my favorite the steak was excellent large wine selection chicken parmigiana with spaghetti in garlic and oil is recommended,+1 718-733-4455,https://www.tripadvisor.com//Restaurant_Review-g47369-d805399-Reviews-Enzo_s_Of_Arthur_Avenue-Bronx_New_York.html,Check The Website for a Menu
77,Mei Jin Ramen,1574 2nd Ave,"New York City, NY 10028-2617","$$ - $$$, Japanese, Soups, Asian",4.5 of 5 bubbles,144 reviews,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.,+1 212-327-2800,https://www.tripadvisor.com//Restaurant_Review-g60763-d7284388-Reviews-Mei_Jin_Ramen-New_York_City_New_York.html,http://meijinramen.net/menu
78,Maison Harlem,341 Saint Nicholas Ave,"New York City, NY 10027-7602","$$ - $$$, French, Bar, European",4.5 of 5 bubbles,182 reviews,"This was our first visit and it started rough. Cocktails were ordered but the first course came ten minutes before they arrived. The food was not great.
Then the mains came and they were excellent. A delicious Dorade dish was the star. We opted for...More",+1 212-222-9224,https://www.tripadvisor.com//Restaurant_Review-g60763-d3833047-Reviews-Maison_Harlem-New_York_City_New_York.html,Check The Website for a Menu
79,Red Rooster Harlem,310 Lenox Avenue,"New York City, NY 10027-4449","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,"2,518 reviews","Make sure you have a reservation as we showed up at our appointed time and there were people waiting for a table. We basically sat right down to the ""looks"" of them....
Even though it was a Monday night, the place was packed and loud...the...More",+1 212-792-9001,https://www.tripadvisor.com//Restaurant_Review-g60763-d2005333-Reviews-Red_Rooster_Harlem-New_York_City_New_York.html,Check The Website for a Menu
80,San Matteo Pizza Espresso Bar,1739 2nd Ave,"New York City, NY 10128-3502","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,370 reviews,"I love San Matteo. We've eaten there maybe 4 times now and taken friends. The thin crust Italian based pizza reminds us of Franco Manca (for the Brits reading this). Delicious and slightly charcoalled in places.
The ravioli with vodka sauce is a must try,...More",+1 212-426-6943,https://www.tripadvisor.com//Restaurant_Review-g60763-d2256319-Reviews-San_Matteo_Pizza_Espresso_Bar-New_York_City_New_York.html,Check The Website for a Menu
81,Naruto Ramen,1596 3rd Ave,"New York City, NY 10128-3417","$, Japanese, Asian, Soups",4.5 of 5 bubbles,190 reviews,"Good service, satisfying food. Space is cramped, but they serve good value for money. It’s amusing to watch the chefs preparing the meals too. Not the best choice if you’re coming as a big group—it’ll be hard to converse with each other as only bar...More",+1 212-289-7803,https://www.tripadvisor.com//Restaurant_Review-g60763-d938985-Reviews-Naruto_Ramen-New_York_City_New_York.html,Check The Website for a Menu
82,Calle Ocho,2756 Broadway,"New York City, NY 10025","$$ - $$$, Latin, Central American, Spanish",4 of 5 bubbles,465 reviews,"We went a few weeks after opening. The food was mediocre, service was mediocre, and management seemed totally overwhelmed and unprepared.  The experience was quite negative and  we will not be back.",+1 212-873-5025,https://www.tripadvisor.com//Restaurant_Review-g60763-d457842-Reviews-Calle_Ocho-New_York_City_New_York.html,Check The Website for a Menu
83,Nick's,1814 2nd Ave,"New York City, NY 10128-5601","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,269 reviews,Maybe i was there during an off time as it was early in the dinner hour.  The place relatively empty.  We ordered a family style which was delicious.  I then had the pasta with garlic and i tell you there were big cloves of garlic...More,+1 212-987-5700,https://www.tripadvisor.com//Restaurant_Review-g60763-d476854-Reviews-Nick_s-New_York_City_New_York.html,Check The Website for a Menu
84,City Island Lobster House,691 Bridge St,"Bronx, NY 10464-1102","$$ - $$$, Seafood, American",4 of 5 bubbles,361 reviews,My girl friend came up from Charleston and we went to lobster house. The food was fantastic. She had the surf and turf and I had my usual which is king crab legs. I have never been disappointed eating here. The service is great and...More,+1 718-885-1459,https://www.tripadvisor.com//Restaurant_Review-g47369-d1091452-Reviews-City_Island_Lobster_House-Bronx_New_York.html,Check The Website for a Menu
85,Community Food & Juice,2893 Broadway,"New York City, NY 10025-7820","$$ - $$$, American, Healthy, Vegetarian Friendly",4 of 5 bubbles,281 reviews,"Most of what this restaurant has going for it is its great location on Broadway near the University, and it’s comfortable and stylish dining room. Beyond that... I’d recommend giving it a miss. The food is fine, the service is quick and friendly, but everything...More",+1 212-665-2800,https://www.tripadvisor.com//Restaurant_Review-g60763-d813648-Reviews-Community_Food_Juice-New_York_City_New_York.html,Check The Website for a Menu
86,Amy Ruth's Home Style Southern Cuisine,113 W 116th St,"New York City, NY 10026-2521","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,895 reviews,Hands down the best fried chicken I have ever had! Come hungry - the portions are huge. Can’t wait to go back and have the chicken and waffles. My husband said it was great!,+1 212-280-8779,https://www.tripadvisor.com//Restaurant_Review-g60763-d457871-Reviews-Amy_Ruth_s_Home_Style_Southern_Cuisine-New_York_City_New_York.html,Check The Website for a Menu
87,The Grange Bar & Eatery,1635 Amsterdam Ave,"New York City, NY 10031-6103","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,190 reviews,"I went at the grange bar with friends in a cold night of January for a snack. we had tartare, french onion soup and roasted cauliflower. for dessert we had a superlative bread pudding. this place in West harlem is very nice and friendly, ingredients...More",+1 212-491-1635,https://www.tripadvisor.com//Restaurant_Review-g60763-d4570119-Reviews-The_Grange_Bar_Eatery-New_York_City_New_York.html,https://thegrangebarnyc.com/new-york-hamilton-heights-the-grange-bar-and-eatery-food-menu
