,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
57,The Lost Cajun- San Antonio Embassy,226 W Bitters Rd Suite 120,"San Antonio, TX 78216-2072","$$ - $$$, Cajun & Creole, Seafood, American",4.5 of 5 bubbles,94 reviews,The people were so sweet and nice!!! Food was delicious! Red beans and rice and chicken and sausage gumbo were a hit!!!! Definitely recommend 10/10 will be back for sure!,+1 210-549-0135,https://www.tripadvisor.com//Restaurant_Review-g60956-d15071188-Reviews-The_Lost_Cajun_San_Antonio_Embassy-San_Antonio_Texas.html,http://thelostcajun.com/sites/default/files/N44236%2520San%2520Antonio%2520Embassy%2520MENU_0.pdf
58,Perry's Steakhouse & Grille- San Antonio,15900 La Cantera Pkwy Ste 22200,"San Antonio, TX 78256-2466","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,360 reviews,My wife and I enjoyed dinner here and it was wonderful. I ordered the pork chop not knowing it was a signature dish.  It was truly spectacular in taste and size!  I worked on the leftover for a couple of days.  Perry's is not cheap...More,+1 210-558-6161,https://www.tripadvisor.com//Restaurant_Review-g60956-d2446492-Reviews-Perry_s_Steakhouse_Grille_San_Antonio-San_Antonio_Texas.html,Check The Website for a Menu
59,Feast,1024 S Alamo St,"San Antonio, TX 78210-1176","$$ - $$$, American, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,432 reviews,We went there for dinner - not sure what to expect.  our waiter was wearing a Star Wars t-shirt and backwards cap.  asked for 3 ozs of jack Daniel and he returned with they were out but offered me a selections of scotchs.  final settle...More,+1 210-354-1024,https://www.tripadvisor.com//Restaurant_Review-g60956-d2419452-Reviews-Feast-San_Antonio_Texas.html,Check The Website for a Menu
60,The Guenther House Restaurant,205 E Guenther,"San Antonio, TX 78204-1404","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"1,333 reviews",The Guenther House is a San Antonio landmark located in the historic King William District. If the wait weren’t so long—my wife and I waited about 2 hours for a table—I would say that would be an acceptable wait time so long as the food...More,+1 210-227-1061,https://www.tripadvisor.com//Restaurant_Review-g60956-d437236-Reviews-The_Guenther_House_Restaurant-San_Antonio_Texas.html,Check The Website for a Menu
61,La Frite Belgian Bistro,728 S Alamo St,"San Antonio, TX 78205-3437","$$ - $$$, Belgian, European, French",4.5 of 5 bubbles,325 reviews,"My wife and I went to La Frite for a Valentine’s Day/birthday dinner. The ambience is great. Cozy, romantic. (It actually reminded me of being in Montreal.) My wife had the vol-au-vent and moule/frites. She loved both. I’m a vegetarian so my options were limited...More",+1 210-224-7555,https://www.tripadvisor.com//Restaurant_Review-g60956-d777308-Reviews-La_Frite_Belgian_Bistro-San_Antonio_Texas.html,Check The Website for a Menu
62,Whiskey Cake Kitchen and Bar,15900 La Cantera Pkwy,"San Antonio, TX 78256-2590","$$ - $$$, Bar, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,437 reviews,"Pricey, but delicious food. The mixed drinks were good, but small. The atmosphere was dark, loud and crowded, but they somehow pulled off a cozy feel despite this. Will go again! Once my wallet recovers.",+1 210-236-8095,https://www.tripadvisor.com//Restaurant_Review-g60956-d7282781-Reviews-Whiskey_Cake_Kitchen_and_Bar-San_Antonio_Texas.html,Check The Website for a Menu
63,Ziziki's - Travis Street,4514 Travis St Ste 122,"Dallas, TX 75205-5416","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,91 reviews,"We had the most delicious brunch, excellent service, and really good value at our recent visit to Ziziki’s on Travis! Our group included Greek lovers and those that were a little less enthused and there was excellent variety and ample choices for everyone. The crowd...More",+1 214-521-2233,https://www.tripadvisor.com//Restaurant_Review-g55711-d465006-Reviews-Ziziki_s_Travis_Street-Dallas_Texas.html,http://www.zizikis.com/menus
64,Ziziki's,11663 Preston Rd,"Dallas, TX 75230-2704","$$ - $$$, Mediterranean, Greek, Healthy",4.5 of 5 bubbles,89 reviews,"My husband and I went to Greece last fall and fell in love with the beauty and the food so while on a  Dallas business trip, we came across Ziziki's and thought we'd give it a go knowing that this was risky after 2 weeks...More",+1 469-232-9922,https://www.tripadvisor.com//Restaurant_Review-g55711-d1067479-Reviews-Ziziki_s-Dallas_Texas.html,Check The Website for a Menu
65,rise n°1,5360 W Lovers Ln # 220,"Dallas, TX 75209-4262","$$ - $$$, French, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"1,123 reviews","I was reluctant to eat in this restaurant at first, but after having my first meal here I would give it 5 stars. The food has an excellent flavor and the atmosphere is very warm and cozy. I feel that this can be a heavy...More",+1 214-366-9900,https://www.tripadvisor.com//Restaurant_Review-g55711-d1052999-Reviews-Rise_n_1-Dallas_Texas.html,Check The Website for a Menu
66,Pappas Bros. Steakhouse,10477 Lombardy Ln,"Dallas, TX 75220-4349","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,"1,548 reviews","Service, ambiance, available wine and drinks are all outstanding. The two steaks we had (bone in ribeye, porterhouse) were good, but not outstanding. We had eaten at Town Hearth a few weeks before, and both of us preferred our steak from there. I've also had...More",+1 214-366-2000,https://www.tripadvisor.com//Restaurant_Review-g55711-d649839-Reviews-Pappas_Bros_Steakhouse-Dallas_Texas.html,Check The Website for a Menu
67,Cafe 43,George W. Bush Presidential Library,"Dallas, TX 75205","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,263 reviews,"We went to Cafe 43 for our 44th anniversary this year because it was so great last year for 43. Whenever we go, the food is always excellent and reasonably priced. The staff are friendly and efficient. Chocolate Tres Leches Cake is new on the...More",+1 214-200-4302,https://www.tripadvisor.com//Restaurant_Review-g55711-d4283066-Reviews-Cafe_43-Dallas_Texas.html,Check The Website for a Menu
68,Kenny's Wood Fired Grill,5000 Belt Line Rd Ste 775,"Dallas, TX 75254-6747","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,"1,406 reviews","My first time here but won't be my last! Food was wonderful as was the service (ask for Zach on your next trip here!) was exceptional. Busy place, not huge so unless you're early (or lucky) may be a wait, but it will be worth...More",+1 972-392-9663,https://www.tripadvisor.com//Restaurant_Review-g55711-d609674-Reviews-Kenny_s_Wood_Fired_Grill-Dallas_Texas.html,http://kennyswoodfiredgrill.com/wp-content/uploads/2019/07/Restaurant-Week-Menu-KWFG-2019.pdf
69,Maple Leaf Diner,12817 Preston Rd Ste 129,"Dallas, TX 75230-7204","$$ - $$$, American, Cafe, Diner",4.5 of 5 bubbles,275 reviews,The kids and I were  looking for a new place to try and it was totally worth it. The wait to be seated was a little long but it was totally worth it. The food is amazing and great service. Would definitely go back!!,+1 214-434-1626,https://www.tripadvisor.com//Restaurant_Review-g55711-d8655210-Reviews-Maple_Leaf_Diner-Dallas_Texas.html,Check The Website for a Menu
70,Rodeo Goat,1926 Market Center Blvd,"Dallas, TX 75207-3317","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,837 reviews,"Take the budaciuos! The best burger in the world, the mix of the delicious jalapeños and burger and cheese and bacon OMG!",+1 214-741-4628,https://www.tripadvisor.com//Restaurant_Review-g55711-d7701882-Reviews-Rodeo_Goat-Dallas_Texas.html,Check The Website for a Menu
71,Uchi Dallas,2817 Maple Ave,"Dallas, TX 75201-1403","$$$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,267 reviews,"Some dishes are better than the other. It doesn't have to be the expensive ones. 
The sushi very good, the bun is less good... 
The desert is a must!",+1 214-855-5454,https://www.tripadvisor.com//Restaurant_Review-g55711-d8396561-Reviews-Uchi_Dallas-Dallas_Texas.html,https://uchidallas.com/menu/
72,Eatzi's Market & Bakery,3403 Oak Lawn Ave,"Dallas, TX 75219-4215","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,453 reviews,"this is a very unusual place to get great food ,cooked , uncooked , fresh ,wine , bread etc. lots of fun",+1 214-526-1515,https://www.tripadvisor.com//Restaurant_Review-g55711-d1048523-Reviews-Eatzi_s_Market_Bakery-Dallas_Texas.html,Check The Website for a Menu
73,Bob's Steak & Chop House,555 S Lamar St,"Dallas, TX 75202-1961","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,396 reviews,"the service and food is exquisite. You get what you pay for. top service, very attentive with out being hovering.  very special place for serious personal events or just an awesome treat.",+1 214-652-4800,https://www.tripadvisor.com//Restaurant_Review-g55711-d2521325-Reviews-Bob_s_Steak_Chop_House-Dallas_Texas.html,Check The Website for a Menu
74,"Truluck's Seafood, Steak, and Crab House",2401 McKinney Ave,"Dallas, TX 75201-1938","$$$$, Steakhouse, American, Seafood",4.5 of 5 bubbles,876 reviews,This was our first visit to Truluck's on McKinney and it was all positive. We showed up a bit early - without reservations at 11:20 and were shown to a second floor booth with super sight lines of our dining room and the floor to...More,+1 214-220-2401,https://www.tripadvisor.com//Restaurant_Review-g55711-d464847-Reviews-Truluck_s_Seafood_Steak_and_Crab_House-Dallas_Texas.html,Check The Website for a Menu
75,E Bar Tex-Mex,1901 N Haskell Ave Ste 120,"Dallas, TX 75204","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,185 reviews,"We came after the lunch rush ended and were immediately seated.  It took awhile to figure out what to order (lots of unique taco options including oxtail) but we were quite happy with our choices:

Blackened Fish tacos - three came on the plate with...More",+1 214-824-3227,https://www.tripadvisor.com//Restaurant_Review-g55711-d3531063-Reviews-E_Bar_Tex_Mex-Dallas_Texas.html,Check The Website for a Menu
76,Saint Martin's Wine Bistro,3020 Greenville Ave,"Dallas, TX 75206-6030","$$$$, French, European, Wine Bar",4.5 of 5 bubbles,279 reviews,"This is as close to being in France that you wille ever get in Texas. Menu has several French cuisine classics. Appitizers include escargots, tartare and mussels. All delicious. The main courses (which the Americans strangely call entrées) include boeuf bourgignon which was excellent! Excellent...More",+1 214-826-0940,https://www.tripadvisor.com//Restaurant_Review-g55711-d850627-Reviews-Saint_Martin_s_Wine_Bistro-Dallas_Texas.html,Check The Website for a Menu
77,The Capital Grille,500 Crescent Ct,"Dallas, TX 75201-1894","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,437 reviews,Went here on 2-15-2020 at 20:30 to celebrate Valentines Day due to having to work on the 14th.  Reservation was honored and we were seated after about a :10 minute wait.  Restaurant appeared to be at max capacity.  We had asked for a Spanish speaking...More,+1 214-303-0500,https://www.tripadvisor.com//Restaurant_Review-g55711-d460711-Reviews-The_Capital_Grille-Dallas_Texas.html,Check The Website for a Menu
78,S & D Oyster Co,2701 McKinney Ave,"Dallas, TX 75204-2521","$$ - $$$, American, Seafood",4.5 of 5 bubbles,253 reviews,We’ve been here numerous times over the years.  Consistently awesome.  Many employees have been here 25+ years.  They just know how to do it.  The oysters this weekend were the best ever.  Fried shrimp like no other.  The real hidden gem is the lemon pie...More,+1 214-880-0111,https://www.tripadvisor.com//Restaurant_Review-g55711-d807169-Reviews-S_D_Oyster_Co-Dallas_Texas.html,Check The Website for a Menu
79,Mia's Tex Mex,4322 Lemmon Ave,"Dallas, TX 75219-2705","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,252 reviews,"Always the best and my favorite, both when I lived there and now when I visit. I always get the same thing, Ama's Plate (no longer on the menu but still available). If you cannot get to the Original Mia's, Mama's sons have the Mi...More",+1 214-526-1020,https://www.tripadvisor.com//Restaurant_Review-g55711-d1022804-Reviews-Mia_s_Tex_Mex-Dallas_Texas.html,Check The Website for a Menu
80,Pappadeaux Seafood Kitchen,10428 Lombardy Ln.,"Dallas, TX 75220","$$ - $$$, American, Seafood, Cajun & Creole",4.5 of 5 bubbles,"1,177 reviews",It  has be  a while since  we had  been  there .. We received  a coupon  in the mail and decided to go on a Suday Afternoon around  4.. First I will say we had Nice Service.. ..My  husband had  Catfish which was  ok.. I had...More,+1 214-358-1912,https://www.tripadvisor.com//Restaurant_Review-g55711-d464888-Reviews-Pappadeaux_Seafood_Kitchen-Dallas_Texas.html,Check The Website for a Menu
81,Lavendou,19009 Preston Rd,"Dallas, TX 75252-2496","$$$$, French, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,264 reviews,Have brought my clients here several times and we have always enjoyed the food and the service.  They are outstanding.  This day was perfect!  I truly love the food and the service is so friendly and warm.  I love the fish and the apricot tart!...More,+1 972-248-1911,https://www.tripadvisor.com//Restaurant_Review-g55711-d464753-Reviews-Lavendou-Dallas_Texas.html,Check The Website for a Menu
82,Torchy's Tacos,14760 Preston Rd,"Dallas, TX 75254","$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,172 reviews,"Yummy! New to the area and tried three tacos to share. All were good, although the hubby wasn’t impressed with the shrimp taco. Breakfast tacos are delicious!",+1 214-379-1550,https://www.tripadvisor.com//Restaurant_Review-g55711-d4818457-Reviews-Torchy_s_Tacos-Dallas_Texas.html,https://torchystacos.com/menu/
83,Toulouse Cafe and Bar (Dallas),3314 Knox St,"Dallas, TX 75205-4034","$$ - $$$, French, European, Vegetarian Friendly",4.5 of 5 bubbles,264 reviews,My wife and I had a wonderful dinner at Toulouse last night. It was a great experience. When we arrived we were greeted warmly at the door and everyone including our waitress was very friendly and attentive.  This is a lovely place for a date....More,+1 214-520-8999,https://www.tripadvisor.com//Restaurant_Review-g55711-d776925-Reviews-Toulouse_Cafe_and_Bar_Dallas-Dallas_Texas.html,Check The Website for a Menu
84,Truck Yard,5624 Sears St,"Dallas, TX 75206-7118","$, American, Bar",4.5 of 5 bubbles,274 reviews,"I have only been here to enjoy the music, the outdoors and the drinks but it is awesome.   Backyard relaxing and eclectic take on the lawn chair junkyard and food truck experience!    Any time there is good weather it’s top of mind and never regret...More",+1 469-500-0139,https://www.tripadvisor.com//Restaurant_Review-g55711-d5121798-Reviews-Truck_Yard-Dallas_Texas.html,Check The Website for a Menu
